,name,salary_from,salary_to,salary_currency,area_name,published_at
700,Системный администратор (системотехник),35000.0,43000.0,RUR,Ставрополь,2022-12-12T11:46:49+0300
701,Ведущий инженер-программист (WEB),,,,Санкт-Петербург,2022-12-12T08:53:37+0300
702,Токарь-расточник,55000.0,,RUR,Набережные Челны,2022-12-12T10:05:40+0300
703,Frontend-разработчик (Angular),,,,Москва,2022-12-12T10:22:35+0300
704,Программист PHP,,,,Орел,2022-12-12T08:34:43+0300
705,Оператор-машинист ДГУ,,,,Москва,2022-12-12T10:17:18+0300
706,Оператор автоматических и полуавтоматических линий станков и установок,35000.0,,RUR,Ульяновск,2022-12-12T06:51:21+0300
707,Наладчик КИПиА,60000.0,70000.0,RUR,Щелково,2022-12-12T11:53:17+0300
708,"Программист 1С (УТ, БП, удаленно, почасовая)",,,,Москва,2022-12-12T11:33:28+0300
709,Дизайнер,900.0,,BYR,Могилев,2022-12-12T11:40:01+0300
710,Руководитель направления по информационной безопасности,,,,Москва,2022-12-12T07:57:27+0300
711,Укутчик на линию укутывания,40000.0,50000.0,RUR,Чебоксары,2022-12-12T11:09:28+0300
712,Дизайнер верхней одежды,140000.0,,RUR,Москва,2022-12-12T10:39:21+0300
713,Токарь,23000.0,,RUR,Любинский,2022-12-12T11:02:49+0300
714,Токарь,23000.0,,RUR,Омск,2022-12-12T11:02:49+0300
715,Оператор станка,,60000.0,RUR,Новокузнецк,2022-12-12T07:32:53+0300
716,Senior JavaScript developer/Ведущий JavaScript разработчик,,,,Москва,2022-12-12T11:48:22+0300
717,UX дизайнер,,,,Якутск,2022-12-12T09:32:47+0300
718,Оператор-наладчик,120000.0,150000.0,KZT,Алматы,2022-12-12T06:42:50+0300
719,Менеджер по развитию продуктов ИБ,,,,Санкт-Петербург,2022-12-12T09:32:27+0300
720,Руководитель проектов цифровой трансформации и импортозамещения,,,,Москва,2022-12-12T10:47:30+0300
721,Резчик на пиле,73000.0,,RUR,Саранск,2022-12-12T11:09:22+0300
722,Слесарь по ремонту электроустановок (Пачелмский район),,,,Пачелма,2022-12-12T11:11:29+0300
723,Инженер в сервисный отдел,50000.0,,RUR,Менделеевск,2022-12-12T08:00:58+0300
724,Директор по развитию (маркетплейс),,,,Москва,2022-12-12T09:42:44+0300
725,Оператор станка с ЧПУ,114000.0,,RUR,Самара,2022-12-12T09:54:17+0300
726,Мастер по обслуживанию абонентов,31000.0,,RUR,Чамзинка,2022-12-12T06:44:43+0300
727,Шлифовщик по металлу,85000.0,100000.0,RUR,Уфа,2022-12-12T09:32:51+0300
728,Специалист отдела ИТ,70000.0,70000.0,RUR,Осинники,2022-12-12T10:31:19+0300
729,Разработчик 1С,,300000.0,RUR,Санкт-Петербург,2022-12-12T09:26:32+0300
730,Механик по выпуску автотранспорта,60000.0,70000.0,RUR,Пермь,2022-12-12T08:43:26+0300
731,Инженер Группы режимов Оперативной службы,40000.0,60000.0,RUR,Черкесск,2022-12-12T10:02:10+0300
732,Слесарь в цех производства металлокаркасов,,40000.0,RUR,Рязань,2022-12-12T11:35:51+0300
733,Middle C# developer,130000.0,,RUR,Иваново (Ивановская область),2022-12-12T08:38:58+0300
734,Руководитель проектов (Самбо в ВУЗы),,,,Волгоград,2022-12-12T09:24:10+0300
735,Технический директор,90000.0,150000.0,RUR,Владивосток,2022-12-12T08:23:03+0300
736,Мастер по ремонту компьютеров,70000.0,,RUR,Курган,2022-12-12T07:15:41+0300
737,Программист 1С:ЗУП (ИТ-компания),,,,Владимир,2022-12-12T09:11:38+0300
738,PHP-разработчик (remote),,,,Казань,2022-12-12T11:52:16+0300
739,Токарь-универсал,97000.0,113000.0,RUR,Кяхта,2022-12-12T10:06:20+0300
740,Строгальщик,55000.0,,RUR,Фалёнки,2022-12-12T10:13:36+0300
741,Механизатор (сельское хозяйство),,,,Тверь,2022-12-12T10:38:26+0300
742,Data Engineer,,,,Алматы,2022-12-12T08:12:17+0300
743,Журналист (автор статей),25000.0,30000.0,RUR,Казань,2022-12-12T09:27:30+0300
744,Ведущий разработчик Android,,,,Санкт-Петербург,2022-12-12T10:41:25+0300
745,Обозреватель СМИ,23000.0,36000.0,RUR,Казань,2022-12-12T11:19:50+0300
746,Дизайнер ювелирных изделий,50000.0,80000.0,RUR,Екатеринбург,2022-12-12T10:22:43+0300
747,Руководитель обособленного подразделения (директор по строительству),,,,Санкт-Петербург,2022-12-12T09:28:49+0300
748,Product Owner,,,,Москва,2022-12-12T10:38:55+0300
749,Фрезеровщик 5-6 разряда,62000.0,,RUR,Тюмень,2022-12-12T08:33:35+0300
750,Строгальщик,55000.0,,RUR,Кильмезь (Кировская область),2022-12-12T10:13:36+0300
751,Строгальщик,55000.0,,RUR,Пермь,2022-12-12T10:13:36+0300
752,Строгальщик,55000.0,,RUR,Благовещенск (Республика Башкортостан),2022-12-12T10:13:36+0300
753,Строгальщик,55000.0,,RUR,"Красная Горка (Нуримановский район, Башкортостан)",2022-12-12T10:13:36+0300
754,Фрезеровщик,90000.0,,RUR,Саратов,2022-12-12T10:47:15+0300
755,Product Manager/ Менеджер продукта ВАТС,,,,Москва,2022-12-12T09:15:51+0300
756,Инженер АСУ ТП,90000.0,,RUR,Москва,2022-12-12T08:55:05+0300
757,Руководитель по развитию бизнес систем (SAP),,,,Москва,2022-12-12T11:34:35+0300
758,Аппаратчик в производстве драг металлов 5 разряда,40000.0,42000.0,RUR,Новосибирск,2022-12-12T06:45:05+0300
759,Java Developer (Middle/Senior),,,,Москва,2022-12-12T07:34:55+0300
760,Эксперт по аналитике и развитию продаж,,,,Бишкек,2022-12-12T08:05:51+0300
761,"Механик по ремонту и обслуживанию дорожно-строительной техники Doosan, Isuzu",60000.0,100000.0,RUR,Благовещенск (Амурская область),2022-12-12T08:29:04+0300
762,Главный корпоративный архитектор,,,,Москва,2022-12-12T10:27:26+0300
763,Системный администратор (виртуализация),,,,Красноярск,2022-12-12T06:08:56+0300
764,Системный администратор,,,,Томск,2022-12-12T07:45:05+0300
765,Инженер по сетям передачи данных,,,,Нижний Новгород,2022-12-12T10:30:36+0300
766,Оператор станка с ЧПУ,51000.0,65000.0,RUR,Владимир,2022-12-12T10:21:39+0300
767,Электромеханик,46000.0,,RUR,Пенза,2022-12-12T07:32:05+0300
768,Системный администратор,50000.0,,RUR,Санкт-Петербург,2022-12-12T08:56:57+0300
769,Оператор на ЧПУ,,,,Краснодар,2022-12-12T09:13:23+0300
770,Системный администратор,60000.0,60000.0,RUR,Москва,2022-12-12T10:49:27+0300
771,Токарь,32000.0,45000.0,RUR,Ижевск,2022-12-12T08:10:49+0300
772,Комплектовщик,47500.0,47500.0,RUR,Уфа,2022-12-12T11:13:16+0300
773,Системный администратор,60000.0,,RUR,Большие Колпаны,2022-12-12T10:39:34+0300
774,Фрезеровщик,90000.0,,RUR,Орел,2022-12-12T10:47:15+0300
775,Системный аналитик (возможна удаленка),,,,Москва,2022-12-12T09:55:03+0300
776,Разработчик баз данных PostgreSQL (Middle),,,,Москва,2022-12-12T11:27:18+0300
777,Ведущий сетевой администратор,,,,Москва,2022-12-12T10:48:44+0300
778,Системный администратор,,,,Уфа,2022-12-12T06:10:44+0300
779,"Монтажник слаботочных систем (прокладка кабельных трасс, установка антенн 3G-4G, видеонаблюдения)",60000.0,110000.0,RUR,Санкт-Петербург,2022-12-12T10:47:43+0300
780,Техник,24000.0,,RUR,Рязань,2022-12-12T08:51:47+0300
781,Бизнес-аналитик,,,,Москва,2022-12-12T09:19:10+0300
782,Оператор оборудования на производство металлоконструкций,,90000.0,RUR,Самара,2022-12-12T09:25:13+0300
783,Оператор станка с ЧПУ,114000.0,,RUR,Чебоксары,2022-12-12T09:54:17+0300
784,Devops integration engineer/Инженер группы интеграционных решений,,,,Москва,2022-12-12T11:48:27+0300
785,Фрезеровщик,90000.0,,RUR,Ржев,2022-12-12T10:47:15+0300
786,Токарь,53000.0,60000.0,RUR,Владимир,2022-12-12T10:21:53+0300
787,Главный механик,,,,Курск,2022-12-12T07:38:58+0300
788,Токарь,55000.0,,RUR,Камские Поляны,2022-12-12T09:33:26+0300
789,Токарь-расточник,55000.0,,RUR,Камские Поляны,2022-12-12T10:05:40+0300
790,Токарь-расточник,55000.0,,RUR,Уфа,2022-12-12T10:05:40+0300
791,Газорезчик (плазменная резка),45000.0,70000.0,RUR,Череповец,2022-12-12T11:30:21+0300
792,Старший коммуникационный дизайнер,,,,Москва,2022-12-12T11:17:58+0300
793,"Senior Java Backend specialist, New Zealand",3500.0,7400.0,USD,Москва,2022-12-12T09:50:28+0300
794,Инженер теплового и механического оборудования,70000.0,70000.0,RUR,Москва,2022-12-12T09:33:28+0300
795,Full-stack разработчик,,,,Москва,2022-12-12T09:30:19+0300
796,Fullstack разработчик,,,,Москва,2022-12-12T10:32:26+0300
797,Backend developer (Бэкенд-разработчик),10000000.0,,UZS,Ташкент,2022-12-12T11:45:32+0300
798,Аналитик,,,,Москва,2022-12-12T11:02:40+0300
799,Фрезеровщик на станок с ЧПУ,85000.0,,RUR,Обнинск,2022-12-12T09:21:04+0300
800,Специалист по технической защите информации,,,,Ростов-на-Дону,2022-12-12T10:04:01+0300
801,React Developer Middle/Senior,200000.0,,RUR,Москва,2022-12-12T09:53:47+0300
802,Токарь,55000.0,,RUR,Мамадыш,2022-12-12T09:33:26+0300
803,Менеджер по развитию продуктов ИБ,,,,Москва,2022-12-12T09:32:27+0300
804,Киномеханик / IT-специалист по кинооборудованию,100000.0,130000.0,KZT,Алматы,2022-12-12T09:45:33+0300
805,Инженер по обслуживанию оборудования,80000.0,,RUR,Москва,2022-12-12T10:14:42+0300
806,Токарь,55000.0,,RUR,Кильмезь (Кировская область),2022-12-12T09:33:26+0300
807,Токарь-универсал,90000.0,,RUR,Тамбов,2022-12-12T10:05:20+0300
808,Разработчик (Jira),,,,Санкт-Петербург,2022-12-12T08:50:56+0300
809,Специалист по мониторингу / Специалист технической поддержки,,,,Казань,2022-12-12T11:27:18+0300
810,Инженер ОПС,70000.0,195000.0,RUR,Комсомольск-на-Амуре,2022-12-12T06:50:12+0300
811,Специалист технической поддержки (удаленно),37500.0,46000.0,RUR,Самара,2022-12-12T07:53:20+0300
812,Наладчик КИПиА,,,,Калуга,2022-12-12T08:10:54+0300
813,Frontend software developer (Senior/Lead),300000.0,,RUR,Новосибирск,2022-12-12T06:49:42+0300
814,Linux-инженер в сектор виртуализации,,,,Москва,2022-12-12T11:48:28+0300
815,Программист 1С,115000.0,,RUR,Саратов,2022-12-12T08:36:27+0300
816,Токарь,125000.0,130000.0,RUR,Балашиха,2022-12-12T09:26:39+0300
817,Системный аналитик (Удаленная работа),,,,Пенза,2022-12-12T09:50:15+0300
818,Инженер по технической защите информации (специальные исследования),,,,Самара,2022-12-12T09:46:02+0300
819,Программист 1C (Junior),90000.0,,RUR,Санкт-Петербург,2022-12-12T09:26:45+0300
820,Специалист технической поддержки (эникейщик),40000.0,40000.0,RUR,Самара,2022-12-12T07:29:34+0300
821,Токарь-карусельщик,100000.0,,RUR,Нижний Тагил,2022-12-12T09:02:35+0300
822,Токарь,55000.0,,RUR,Красная Поляна (Кировская область),2022-12-12T09:33:26+0300
823,Строгальщик,55000.0,,RUR,Камские Поляны,2022-12-12T10:13:36+0300
824,Строгальщик,55000.0,,RUR,Красная Поляна (Кировская область),2022-12-12T10:13:36+0300
825,Фрезеровщик,90000.0,,RUR,Тверь,2022-12-12T10:47:15+0300
826,Специалист технической поддержки,35000.0,,RUR,Омск,2022-12-12T08:59:37+0300
827,Токарь-карусельщик,100000.0,,RUR,Пермь,2022-12-12T09:02:35+0300
828,Оператор-наладчик фрезерного станка с ЧПУ (фрезеровщик станка с ЧПУ),70000.0,,RUR,Нижний Новгород,2022-12-12T11:04:11+0300
829,Системный аналитик,,,,Ташкент,2022-12-12T09:41:26+0300
830,Мастер по обслуживанию абонентов,35000.0,,RUR,Новоспасское (Ульяновская область),2022-12-12T06:45:09+0300
831,Токарь-расточник,55000.0,,RUR,Альметьевск,2022-12-12T10:05:40+0300
832,Менеджер по сервисной поддержке,,,,Москва,2022-12-12T10:47:58+0300
833,Архитектор CI/CD + инфраструктура разработки,,,,Москва,2022-12-12T11:49:14+0300
834,Мастер производственного обучения / сварщик,25000.0,25000.0,RUR,Нижний Новгород,2022-12-12T10:21:44+0300
835,Ведущий системный администратор,,,,Москва,2022-12-12T10:43:41+0300
836,Бизнес-аналитик 1С,,,,Москва,2022-12-12T09:07:35+0300
837,Фрезеровщик,57000.0,100000.0,RUR,Санкт-Петербург,2022-12-12T11:20:05+0300
838,Оператор токарных станков с ЧПУ,,,,Новосибирск,2022-12-12T06:23:58+0300
839,Директор департамента информационной безопасности,,,,Москва,2022-12-12T09:43:02+0300
840,Старший менеджер по продуктам B2B,,,,Москва,2022-12-12T11:25:59+0300
841,Токарь,55000.0,,RUR,Краснокамск,2022-12-12T09:33:26+0300
842,Специалист ТОИР (завод в г. Хотьково),,,,Пушкино (Московская область),2022-12-12T11:14:35+0300
843,Главный механик/механик,70000.0,,RUR,Пермь,2022-12-12T06:01:23+0300
844,Менеджер IT-проектов (Битрикс24),100000.0,,RUR,Санкт-Петербург,2022-12-12T11:25:53+0300
845,Токарь-карусельщик,55000.0,,RUR,Уфа,2022-12-12T09:53:34+0300
846,Специалист отдела ИТ,70000.0,70000.0,RUR,Новокузнецк,2022-12-12T10:31:19+0300
847,Резчик на пиле,73000.0,,RUR,Тверь,2022-12-12T11:09:22+0300
848,Linux-инженер (отдел координации и базовых решений),,,,Москва,2022-12-12T11:48:27+0300
849,Middle/Middle+ Android разработчик (удаленно),120000.0,200000.0,RUR,Москва,2022-12-12T10:08:33+0300
850,Строгальщик,55000.0,,RUR,Уфа,2022-12-12T10:13:36+0300
851,Бизнес-аналитик 1С (УТ11),230000.0,250000.0,RUR,Москва,2022-12-12T09:52:48+0300
852,Программист Oracle PL/SQL (APEX),170000.0,,RUR,Москва,2022-12-12T08:58:24+0300
853,Аналитик BI,,,,Ростов-на-Дону,2022-12-12T08:59:24+0300
854,Инженер по ремонту,55000.0,77000.0,RUR,Тверь,2022-12-12T09:13:06+0300
855,Оператор станка с ЧПУ,114000.0,,RUR,Ульяновск,2022-12-12T09:54:17+0300
856,Старший инженер по информационной безопасности,,,,Санкт-Петербург,2022-12-12T10:48:42+0300
857,Специалист технической поддержки,35000.0,65000.0,RUR,Санкт-Петербург,2022-12-12T11:48:54+0300
858,Инженер-программист C++ (Брянск),190000.0,,RUR,Брянск,2022-12-12T11:08:50+0300
859,Токарь-карусельщик,55000.0,,RUR,Камские Поляны,2022-12-12T09:53:34+0300
860,Токарь-карусельщик,55000.0,,RUR,Набережные Челны,2022-12-12T09:53:34+0300
861,Токарь-карусельщик,55000.0,,RUR,Фалёнки,2022-12-12T09:53:34+0300
862,Токарь-карусельщик,55000.0,,RUR,Пермь,2022-12-12T09:53:34+0300
863,Токарь-карусельщик,55000.0,,RUR,"Красная Горка (Нуримановский район, Башкортостан)",2022-12-12T09:53:34+0300
864,Токарь-расточник,55000.0,,RUR,Мамадыш,2022-12-12T10:05:40+0300
865,Токарь-расточник,55000.0,,RUR,Кильмезь (Кировская область),2022-12-12T10:05:40+0300
866,Токарь-расточник,55000.0,,RUR,"Красная Горка (Нуримановский район, Башкортостан)",2022-12-12T10:05:40+0300
867,Оператор станков с ЧПУ,78000.0,,RUR,Ахтубинск,2022-12-12T10:24:44+0300
868,Токарь-карусельщик,118000.0,,RUR,Тверь,2022-12-12T11:05:11+0300
869,Токарь,55000.0,,RUR,Пермь,2022-12-12T09:33:26+0300
870,Ведущий аналитик 1С,120000.0,,RUR,Раменское,2022-12-12T10:28:04+0300
871,Инженер С++,65000.0,,RUR,Москва,2022-12-12T10:50:11+0300
872,Токарь,55000.0,,RUR,Нижнекамск,2022-12-12T09:33:26+0300
873,Системный аналитик (Залоги),,,,Москва,2022-12-12T11:28:29+0300
874,Токарь,60000.0,,RUR,Йошкар-Ола,2022-12-12T09:32:09+0300
875,PHP-программист (Laravel),400000.0,,KZT,Алматы,2022-12-12T09:59:16+0300
876,Системный аналитик DWH,,,,Краснодар,2022-12-12T10:06:16+0300
877,DevOps Specialist / System Administrator (Linux),,,,Минск,2022-12-12T09:29:25+0300
878,Токарь,55000.0,,RUR,Набережные Челны,2022-12-12T09:33:26+0300
879,Токарь-карусельщик,55000.0,,RUR,Мамадыш,2022-12-12T09:53:34+0300
880,Токарь-карусельщик,55000.0,,RUR,Кильмезь (Кировская область),2022-12-12T09:53:34+0300
881,Токарь-карусельщик,55000.0,,RUR,Красная Поляна (Кировская область),2022-12-12T09:53:34+0300
882,Инженер,,,,Москва,2022-12-12T10:37:56+0300
883,Строгальщик,55000.0,,RUR,Верещагино,2022-12-12T10:13:36+0300
884,Фрезеровщик,90000.0,,RUR,Ярославль,2022-12-12T10:47:15+0300
885,Токарь-карусельщик,118000.0,,RUR,Домодедово,2022-12-12T11:04:27+0300
886,Специалист отдела мониторинга инцидентов информационной безопасности,,,,Екатеринбург,2022-12-12T09:02:46+0300
887,Инженер-электроник,110000.0,130000.0,RUR,Дмитров,2022-12-12T10:16:06+0300
888,Мастер по обслуживанию спортивного инвентаря,46600.0,,RUR,Подольск (Московская область),2022-12-12T08:29:31+0300
889,Backend developer (Termidesk),,,,Москва,2022-12-12T11:46:51+0300
890,Главный эксперт по информационной безопасности,186900.0,,RUR,Санкт-Петербург,2022-12-12T11:14:49+0300
891,Токарь-расточник на производство,120000.0,,RUR,Липецк,2022-12-12T09:39:40+0300
892,Токарь-карусельщик,55000.0,,RUR,Менделеевск,2022-12-12T09:53:34+0300
893,Токарь-расточник,55000.0,,RUR,Красная Поляна (Кировская область),2022-12-12T10:05:40+0300
894,Строгальщик,55000.0,,RUR,Набережные Челны,2022-12-12T10:13:36+0300
895,Наладчик-оператор станков и манипуляторов с ЧПУ,66331.0,,RUR,Киров (Кировская область),2022-12-12T11:00:42+0300
896,Системный администратор,70000.0,,RUR,Санкт-Петербург,2022-12-12T10:00:50+0300
897,Системный администратор на 1-ю линию поддержки,,,,Челябинск,2022-12-12T11:07:50+0300
898,Сетевой инженер,130000.0,150000.0,RUR,Якутск,2022-12-12T10:08:48+0300
899,Системный администратор,50000.0,70000.0,RUR,Екатеринбург,2022-12-12T11:30:12+0300
900,Эксперт по развитию диджитал-каналов,,,,Алматы,2022-12-12T08:35:51+0300
901,Главный механик,80000.0,,RUR,Старая Купавна,2022-12-12T08:48:13+0300
902,Техник слаботочных систем,36000.0,40000.0,RUR,Новосибирск,2022-12-12T09:52:15+0300
903,Программист 1С,100000.0,,RUR,Кострома,2022-12-12T09:12:12+0300
904,Токарь,,75000.0,RUR,Пенза,2022-12-12T07:38:43+0300
905,Аналитик-исследователь/консультант/экономист,,,,Астана,2022-12-12T06:41:31+0300
906,Токарь,55000.0,,RUR,Янаул,2022-12-12T09:33:26+0300
907,Токарь-расточник,55000.0,,RUR,Нижнекамск,2022-12-12T10:05:40+0300
908,Дизайнер,45000.0,,RUR,Ульяновск,2022-12-12T10:33:10+0300
909,Программист,16000.0,,RUR,Новочеркасск,2022-12-12T10:41:27+0300
910,Сетевой инженер,130000.0,150000.0,RUR,Новый Уренгой,2022-12-12T10:08:36+0300
911,Admin Bitrix24 | Администратор Битрикс24,800.0,,USD,Минск,2022-12-12T08:25:23+0300
912,Токарь,55000.0,,RUR,Агрыз,2022-12-12T09:33:26+0300
913,Системный аналитик,,,,Екатеринбург,2022-12-12T09:54:30+0300
914,Токарь-универсал,90000.0,,RUR,Орел,2022-12-12T10:04:53+0300
915,Токарь-расточник,55000.0,,RUR,Агрыз,2022-12-12T10:05:40+0300
916,Токарь-расточник,55000.0,,RUR,Агидель,2022-12-12T10:05:40+0300
917,Токарь-расточник,55000.0,,RUR,Благовещенск (Республика Башкортостан),2022-12-12T10:05:40+0300
918,Строгальщик,55000.0,,RUR,Агрыз,2022-12-12T10:13:36+0300
919,Middle C# разработчик,,,,Рязань,2022-12-12T10:29:41+0300
920,Программист SQL,150000.0,,RUR,Москва,2022-12-12T10:01:21+0300
921,DevOps engineer,,,,Москва,2022-12-12T11:38:34+0300
922,Руководитель по развитию направления/BDM,,,,Москва,2022-12-12T11:48:35+0300
923,Оператор станка с ЧПУ,114000.0,,RUR,Тольятти,2022-12-12T09:54:17+0300
924,Разработчик 1С-Битрикс / Web-программист,150000.0,,RUR,Раменское,2022-12-12T10:32:10+0300
925,Парикмахер - гример,30000.0,30000.0,RUR,Ижевск,2022-12-12T08:36:36+0300
926,Токарь,120000.0,130000.0,RUR,Рязань,2022-12-12T08:43:54+0300
927,Техник по эксплуатации,,40000.0,RUR,Краснодар,2022-12-12T11:33:42+0300
928,Data scientist (Дирекция рисков),,,,Москва,2022-12-12T10:22:40+0300
929,Инженер технической поддержки,,,,Москва,2022-12-12T10:53:13+0300
930,Фрезеровщик,95000.0,,RUR,Киров (Кировская область),2022-12-12T09:40:06+0300
931,Монтер пути транспортного цеха,28237.0,28300.0,RUR,Верхний Уфалей,2022-12-12T07:19:58+0300
932,Токарь-карусельщик,55000.0,,RUR,Агрыз,2022-12-12T09:53:34+0300
933,Токарь-карусельщик,118000.0,,RUR,Химки,2022-12-12T11:04:38+0300
934,Senior Frontend разработчик (React.js),180000.0,300000.0,RUR,Москва,2022-12-12T11:04:08+0300
935,Главный механик,,,,Учалы,2022-12-12T10:31:09+0300
936,Механик по выпуску автотранспорта,60000.0,70000.0,RUR,Ревда (Свердловская область),2022-12-12T08:43:26+0300
937,"FullStack developer (Java, Vue.js) Fraud Management",,,,Москва,2022-12-12T10:52:58+0300
938,Системный администратор,55000.0,,RUR,Челябинск,2022-12-12T06:45:52+0300
939,Руководитель ИТ-отдела,,,,Москва,2022-12-12T10:04:00+0300
940,Аналитик-планер,,,,Иркутск,2022-12-12T11:20:14+0300
941,Аналитик (системный),120000.0,,RUR,Москва,2022-12-12T09:20:06+0300
942,Токарь-расточник,45000.0,,RUR,Пенза,2022-12-12T07:38:36+0300
943,Токарь,55000.0,,RUR,Агидель,2022-12-12T09:33:26+0300
944,Оператор станков с ЧПУ,94999.0,,RUR,Челябинск,2022-12-12T10:24:32+0300
945,Ведущий бизнес-аналитик,,115000.0,RUR,Самара,2022-12-12T09:13:49+0300
946,Механик по выпуску автотранспорта,60000.0,70000.0,RUR,Нижний Тагил,2022-12-12T08:43:26+0300
947,Механик по автотранспорту,50000.0,,RUR,Богородицк,2022-12-12T09:44:40+0300
948,Java Developer,,,,Москва,2022-12-12T11:07:14+0300
949,Зуборезчик,50000.0,,RUR,Тула,2022-12-12T08:21:02+0300
950,Руководитель проектов (WEB),150000.0,,RUR,Москва,2022-12-12T10:13:35+0300
951,Ведущий специалист по анализу защищенности (Пентестер),,,,Москва,2022-12-12T11:45:44+0300
952,Токарь,55000.0,,RUR,Благовещенск (Республика Башкортостан),2022-12-12T09:33:26+0300
953,Аналитик,45900.0,45900.0,RUR,Самара,2022-12-12T09:26:49+0300
954,Токарь,55000.0,,RUR,Менделеевск,2022-12-12T09:33:26+0300
955,Строгальщик,55000.0,,RUR,Мамадыш,2022-12-12T10:13:36+0300
956,Специалист отдела ИТ,70000.0,70000.0,RUR,Калтан,2022-12-12T10:31:19+0300
957,Фрезеровщик,90000.0,,RUR,Долгопрудный,2022-12-12T10:47:15+0300
958,Product owner (виртуализация),,,,Москва,2022-12-12T09:12:45+0300
959,Бизнес-аналитик,,,,Москва,2022-12-12T10:44:32+0300
960,Техник-механик,45000.0,,RUR,Владимир,2022-12-12T10:21:48+0300
961,Машинист сцены (монтировщик),27000.0,30000.0,RUR,Ижевск,2022-12-12T08:36:10+0300
962,Инженер-механик,,,,Лесосибирск,2022-12-12T10:55:24+0300
963,Руководитель группы (Сектор функциональной координации расчетно-кассового обслуживания),,,,Москва,2022-12-12T11:38:04+0300
964,Слесарь сборщик РЭА и П,110000.0,130000.0,RUR,Саратов,2022-12-12T11:43:26+0300
965,Инженер технической поддержки,,,,Новосибирск,2022-12-12T09:41:14+0300
966,Консультант технической поддержки 1С,37000.0,70000.0,RUR,Челябинск,2022-12-12T10:06:04+0300
967,Ведущий специалист отдела технической поддержки,40000.0,,RUR,Новосибирск,2022-12-12T06:57:39+0300
968,Резчик (промышленный резак Polar 115),45000.0,,RUR,Видное,2022-12-12T08:12:51+0300
969,DevOps (Системный администратор Linux),,,,Москва,2022-12-12T11:44:52+0300
970,Администратор БД/Системный администратор ( м. Белорусская ),,,,Москва,2022-12-12T09:46:39+0300
971,Фронт Разработчик на Проект «Единый фронт-офис» (Senior/Middle React Frontend developer),,,,Москва,2022-12-12T10:43:44+0300
972,Монтер пути транспортного цеха,28237.0,28300.0,RUR,Миасс,2022-12-12T07:19:58+0300
973,Специалист технической поддержки в ELMA4,,,,Ижевск,2022-12-12T09:19:13+0300
974,Токарь-карусельщик,55000.0,,RUR,Благовещенск (Республика Башкортостан),2022-12-12T09:53:34+0300
975,Токарь-универсал,90000.0,,RUR,Домодедово,2022-12-12T10:03:50+0300
976,Консультант 1С,120000.0,130000.0,RUR,Москва,2022-12-12T11:40:30+0300
977,Бизнес/ Системный Аналитик (Senior),,,,Москва,2022-12-12T11:00:30+0300
978,Специалист отдела поддержки 1С (г. Воронеж),,,,Воронеж,2022-12-12T10:55:16+0300
979,Заместитель начальника сервисного отдела,50000.0,,RUR,Набережные Челны,2022-12-12T08:01:41+0300
980,Разработчик/Аналитик ПО Диасофт FA# (Digital Q),,,,Москва,2022-12-12T10:08:56+0300
981,Аналитик 1С (MiddIe),200000.0,200000.0,RUR,Иваново (Ивановская область),2022-12-12T09:31:16+0300
982,Токарь-карусельщик,55000.0,,RUR,Елабуга,2022-12-12T09:53:34+0300
983,PHP-разработчик,,,,Владимир,2022-12-12T10:47:58+0300
984,Заместитель руководителя СТО,,,,Чебоксары,2022-12-12T08:40:33+0300
985,Разработчик C#.Net (Бэкенд Middle),,,,Самара,2022-12-12T10:39:17+0300
986,PHP Team Lead (Ведущий PHP-разработчик),250000.0,350000.0,RUR,Москва,2022-12-12T11:21:42+0300
987,Менеджер IT-проектов,35000.0,,RUR,Тюмень,2022-12-12T08:24:07+0300
988,Android-разработчик,,,,Москва,2022-12-12T10:41:35+0300
989,Токарь-карусельщик,55000.0,,RUR,Нижнекамск,2022-12-12T09:53:34+0300
990,Технический руководитель разработки (Java),,,,Москва,2022-12-12T09:09:37+0300
991,Токарь-фрезеровщик,30000.0,,RUR,Троицк (Челябинская область),2022-12-12T07:05:31+0300
992,Главный специалист по информационной безопасности,65000.0,,RUR,Набережные Челны,2022-12-12T09:31:37+0300
993,Менеджер по работе со строительными объектами,,,,Чебоксары,2022-12-12T09:09:05+0300
994,Frontend-разработчик / Team Lead,150000.0,170000.0,RUR,Ижевск,2022-12-12T11:21:18+0300
995,Ведущий инженер / Team Lead,150000.0,,RUR,Жуковский,2022-12-12T10:29:36+0300
996,Графический дизайнер,,,,Ташкент,2022-12-12T11:06:01+0300
997,Инженер-программист С++ (Воронеж),,,,Воронеж,2022-12-12T11:08:59+0300
998,Инженер-программист робототехники,,,,Екатеринбург,2022-12-12T07:08:40+0300
999,Главный механик,,,,Орск,2022-12-12T10:31:13+0300
1000,Инженер отдела presale,,,,Саратов,2022-12-12T09:27:57+0300
1001,Фрезеровщик на производство,104000.0,,RUR,Ижевск,2022-12-12T09:36:57+0300
1002,Токарь-расточник,55000.0,,RUR,Елабуга,2022-12-12T10:05:40+0300
1003,RUBY разработчик,,,,Москва,2022-12-12T10:15:42+0300
1004,"Разработчик ETL (SAS, Розничные риски)",,,,Москва,2022-12-12T11:26:54+0300
1005,Ведущий программист C/C++,,,,Москва,2022-12-12T10:25:16+0300
1006,Системный администратор,60000.0,,RUR,Гатчина,2022-12-12T10:39:28+0300
