,name,salary_from,salary_to,salary_currency,area_name,published_at
3355,"Инженер-программист на C/C++ для встраиваемых систем (RTOS, ОС Linux)",,,,Москва,2022-12-12T17:42:56+0300
3356,DevOps Engineer (Senior/Middle),,,,Алматы,2022-12-12T14:39:24+0300
3357,Системный администратор Linux,,,,Москва,2022-12-12T13:28:46+0300
3358,"Токарь-расточник 6-разряд, г. Тобольск",,,,Курган,2022-12-12T13:01:44+0300
3359,Механик по ремонту мототехники,45000.0,,RUR,Фурманов,2022-12-12T16:12:59+0300
3360,Наладчик станков с ЧПУ,30000.0,,RUR,Энгельс,2022-12-12T15:21:47+0300
3361,Механик производственной линии,50000.0,,RUR,Люберцы,2022-12-12T17:25:19+0300
3362,Токарь-универсал,105000.0,130000.0,RUR,Йошкар-Ола,2022-12-12T15:43:51+0300
3363,Токарь-универсал,105000.0,130000.0,RUR,Мценск,2022-12-12T15:43:49+0300
3364,Менеджер проекта,100000.0,,RUR,Зеленоград,2022-12-12T14:59:54+0300
3365,Инженер железнодорожного терминала,,,,Воронеж,2022-12-12T16:18:19+0300
3366,Механик - наладчик производственной линии,,,,Жуковский,2022-12-12T17:40:18+0300
3367,Токарь-универсал,105000.0,130000.0,RUR,Губаха,2022-12-12T15:43:53+0300
3368,Токарь-универсал,105000.0,130000.0,RUR,Чернушка,2022-12-12T15:43:45+0300
3369,Токарь-универсал,105000.0,130000.0,RUR,Краснотурьинск,2022-12-12T15:43:45+0300
3370,Станочник широкого профиля 4 разряд,26860.0,,RUR,Тула,2022-12-12T16:14:47+0300
3371,Начальник сектора кибербезопасности ДЗО,,,,Москва,2022-12-12T17:07:47+0300
3372,Механик (дорожно-строительная техника),45000.0,,RUR,Аксай (Ростовская область),2022-12-12T12:55:34+0300
3373,Ведущий инженер,30000.0,33000.0,RUR,Самара,2022-12-12T12:13:06+0300
3374,Руководитель проекта/Федеральный проект,,,,Москва,2022-12-12T16:29:29+0300
3375,Сервисный инженер,70000.0,,RUR,Санкт-Петербург,2022-12-12T16:33:22+0300
3376,Декоратор-оформитель торгового зала,36700.0,36700.0,RUR,Смоленск,2022-12-12T14:25:35+0300
3377,Ведущий аналитик 1С,,,,Пермь,2022-12-12T17:14:05+0300
3378,Фрезеровщик на производство в г.Луга,,,,Выборг,2022-12-12T12:52:41+0300
3379,Аналитик,,,,Орел,2022-12-12T16:26:08+0300
3380,Станочник широкого профиля (Челябинская область),94000.0,100000.0,RUR,Южноуральск,2022-12-12T15:12:44+0300
3381,Токарь (Казань),92000.0,120000.0,RUR,Йошкар-Ола,2022-12-12T14:26:15+0300
3382,Фрезеровщик на производство в г.Луга с проживанием,70000.0,,RUR,Луга,2022-12-12T12:54:27+0300
3383,Токарь-универсал,105000.0,130000.0,RUR,Калач,2022-12-12T15:43:46+0300
3384,Токарь-универсал,105000.0,130000.0,RUR,Мичуринск,2022-12-12T15:43:49+0300
3385,Ассистент руководителя,50000.0,50000.0,RUR,Ижевск,2022-12-12T14:05:59+0300
3386,Выездной системный администратор,45000.0,60000.0,RUR,Нижнекамск,2022-12-12T14:58:29+0300
3387,Ведущий специалист АСУТП,47086.0,,RUR,Прокопьевск,2022-12-12T13:11:32+0300
3388,Эксперт Low-code/Разработчик ELMA 365,,,,Москва,2022-12-12T13:07:18+0300
3389,Программист-консультант 1C,,,,Воронеж,2022-12-12T13:35:14+0300
3390,"Токарь-расточник 6-разряд, г. Тобольск",,,,Екатеринбург,2022-12-12T13:01:44+0300
3391,Главный эксперт отдела развития инфраструктуры (архитектор вычислительной инфраструктуры),,160000.0,RUR,Тольятти,2022-12-12T14:31:54+0300
3392,Консультант 1С,,120000.0,RUR,Пермь,2022-12-12T13:17:17+0300
3393,Руководитель портфеля проектов / Senior,,,,Ижевск,2022-12-12T16:57:54+0300
3394,Ведущий аналитик 1С,,,,Самара,2022-12-12T17:12:40+0300
3395,Product manager,,,,Москва,2022-12-12T12:11:53+0300
3396,Токарь-универсал,,45400.0,RUR,Челябинск,2022-12-12T13:47:47+0300
3397,Инженер-разработчик Docsvision,,,,Санкт-Петербург,2022-12-12T17:22:42+0300
3398,Программист 1C,,,,Москва,2022-12-12T17:15:57+0300
3399,Заместитель начальника отдела управления и развития ИТ- активов,65000.0,,RUR,Москва,2022-12-12T14:56:23+0300
3400,Системный администратор / инженер,,,,Москва,2022-12-12T15:27:36+0300
3401,Фрезеровщик на производство в г.Луга,,,,Кингисепп,2022-12-12T12:53:34+0300
3402,Ведущий Java-разработчик,180000.0,200000.0,RUR,Екатеринбург,2022-12-12T13:27:03+0300
3403,Ведущий эксперт по информационной безопасности,,,,Москва,2022-12-12T17:18:38+0300
3404,Фрезеровщик,70000.0,,RUR,Екатеринбург,2022-12-12T12:43:09+0300
3405,Токарь-универсал,105000.0,130000.0,RUR,Тутаев,2022-12-12T15:43:53+0300
3406,Токарь-универсал,105000.0,130000.0,RUR,Малоярославец,2022-12-12T15:43:44+0300
3407,Токарь-универсал,105000.0,130000.0,RUR,Ефремов,2022-12-12T15:43:48+0300
3408,Инженер технической поддержки,200000.0,250000.0,KZT,Астана,2022-12-12T12:47:45+0300
3409,Механик-наладчик оборудования,50000.0,,RUR,Санкт-Петербург,2022-12-12T14:16:49+0300
3410,"Механик по ремонту спецтехники (строительная, дорожная, сельскохозяйственная)",50000.0,,RUR,Зеленокумск,2022-12-12T14:28:20+0300
3411,Инженер-механик,50000.0,150000.0,RUR,Красногорск,2022-12-12T15:09:31+0300
3412,Go-разработчик,,,,Казань,2022-12-12T17:23:44+0300
3413,Технический писатель,,,,Санкт-Петербург,2022-12-12T12:22:10+0300
3414,C++ Developer for Endpoint Harmony,,,,Минск,2022-12-12T16:16:56+0300
3415,Программист 1С,,,,Владимир,2022-12-12T14:01:12+0300
3416,DevOps Specialist,,,,Воронеж,2022-12-12T13:58:38+0300
3417,Frontend (React/Vue) mentor/developer,750.0,1600.0,USD,Фергана,2022-12-12T16:06:45+0300
3418,Risk analyst,,,,Химки,2022-12-12T14:07:48+0300
3419,Токарь (3-6 разряд),30000.0,59000.0,RUR,Тула,2022-12-12T13:18:41+0300
3420,Оператор станка с ЧПУ (Москва),100000.0,118000.0,RUR,Брянск,2022-12-12T13:15:34+0300
3421,Фрезеровщик на производство в г.Луга,80000.0,,RUR,Тихвин,2022-12-12T12:53:00+0300
3422,Заместитель начальника отдела сопровождения информационных систем и электронного взаимодействия,65000.0,,RUR,Москва,2022-12-12T14:51:13+0300
3423,Специалист службы технической поддержки в Яндекс 360,30000.0,39000.0,RUR,Таганрог,2022-12-12T17:40:46+0300
3424,Токарь-универсал,105000.0,130000.0,RUR,Димитровград,2022-12-12T15:43:48+0300
3425,Токарь-универсал,105000.0,130000.0,RUR,Жирновск,2022-12-12T15:43:47+0300
3426,Токарь,110000.0,,RUR,Рязань,2022-12-12T12:04:15+0300
3427,Специалист по информационной безопасности,,,,Москва,2022-12-12T14:14:39+0300
3428,Go-разработчик,,,,Санкт-Петербург,2022-12-12T17:23:44+0300
3429,Дизайнер-верстальщик,45000.0,,RUR,Москва,2022-12-12T15:49:52+0300
3430,Специалист службы технической поддержки в Яндекс 360,30000.0,39000.0,RUR,Рыбинск,2022-12-12T17:17:52+0300
3431,Senior Java-разработчик,,,,Москва,2022-12-12T13:31:13+0300
3432,Работник на производство,47500.0,,RUR,Звенигород,2022-12-12T13:56:02+0300
3433,Токарь-карусельщик,125000.0,250000.0,RUR,Курган,2022-12-12T13:15:03+0300
3434,Руководитель отдела аналитики продаж,,,,Москва,2022-12-12T13:37:19+0300
3435,Фрезеровщик на производство в г.Луга,80000.0,,RUR,Приозерск,2022-12-12T12:52:36+0300
3436,"Шлифовщик 5 разряда (сухим способом, инструментальное производство)",30000.0,,RUR,Курск,2022-12-12T12:13:10+0300
3437,Наладчик станков с ЧПУ,135000.0,145000.0,RUR,Димитровград,2022-12-12T13:25:48+0300
3438,Бизнес/системный аналитик (Big Data),,,,Москва,2022-12-12T16:04:00+0300
3439,Бизнес Аналитик (S&OP),,,,Москва,2022-12-12T12:49:23+0300
3440,Токарь-универсал,105000.0,130000.0,RUR,Туймазы,2022-12-12T15:43:47+0300
3441,Администратор баз данных,,,,Ташкент,2022-12-12T13:10:51+0300
3442,Бизнес-аналитик,70000.0,,RUR,Екатеринбург,2022-12-12T17:32:48+0300
3443,Ведущий Android-разработчик (Маруся),,,,Москва,2022-12-12T14:12:09+0300
3444,Токарь,,,,Ростов-на-Дону,2022-12-12T16:11:54+0300
3445,Специалист службы технической поддержки в Яндекс 360,30000.0,39000.0,RUR,Новороссийск,2022-12-12T17:17:52+0300
3446,"Разработчик SQL (Hive, Oracle, Greenplum)",,,,Москва,2022-12-12T13:40:36+0300
3447,Инженер-программист отдела функционального тестирования (DevOps),100000.0,150000.0,RUR,Москва,2022-12-12T13:26:08+0300
3448,Токарь-фрезеровщик,65000.0,,RUR,Всеволожск,2022-12-12T13:17:51+0300
3449,Главный специалист-аналитик,,,,Тюмень,2022-12-12T13:14:08+0300
3450,Токарь-универсал,105000.0,130000.0,RUR,Углич,2022-12-12T15:43:53+0300
3451,Токарь-универсал,105000.0,130000.0,RUR,Рузаевка,2022-12-12T15:43:52+0300
3452,Токарь-универсал,105000.0,130000.0,RUR,Новокуйбышевск,2022-12-12T15:43:44+0300
3453,Токарь-универсал,105000.0,130000.0,RUR,Балашов,2022-12-12T15:43:49+0300
3454,Фрезеровщик,93000.0,,RUR,Бердск,2022-12-12T12:14:30+0300
3455,Токарь-универсал 4 разряд,36100.0,,RUR,Москва,2022-12-12T12:04:21+0300
3456,Главный механик,,,,Самара,2022-12-12T12:40:04+0300
3457,Release manager (GamDev),,,,Кипр,2022-12-12T14:18:28+0300
3458,"Разработчик сервисов телефонии (Java/Scala, Asterisk)",,,,Тюмень,2022-12-12T16:20:35+0300
3459,Senior QA Automation Python/C# [EP Product Catalog],,,,Москва,2022-12-12T14:45:39+0300
3460,Администратор баз данных (DBA) PostgreSQL,,,,Москва,2022-12-12T12:27:37+0300
3461,Механик,,,,Подольск (Московская область),2022-12-12T14:27:56+0300
3462,Process manager,,,,Ташкент,2022-12-12T14:26:03+0300
3463,Android-разработчик (VK Музыка),,,,Москва,2022-12-12T14:12:09+0300
3464,Ведущий инженер (информационная безопасность) службы по Западной Сибири,,,,Сургут,2022-12-12T14:06:03+0300
3465,Системотехник,,56000.0,RUR,Ростов-на-Дону,2022-12-12T15:04:03+0300
3466,"Специалист технической поддержки iiko, штрих-м второй линии",50000.0,,RUR,Краснодар,2022-12-12T15:43:21+0300
